title,doc_number,cust_ref,revision,discipline,class,subtype,source_sheet,discipline_inferred,score,top_weight,confidence,runner_up,runner_up_score
MTO FOR POWER WORKS,6536-01-001-B1382-001-01,16-01-63-2608,1,ELEC,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,5,5,high,CRS,0
MTO FOR LIGHTING,6536-01-001-B1383-001-01,16-01-63-2606,2,ELEC,Documents,Lists_MTOs_BOMs,sahil schedule.xls,,5,5,high,CRS,0
MTO FOR EARTHING,6536-01-001-B1384-001-01,16-01-63-2607,3,ELEC,Documents,Lists_MTOs_BOMs,sahil schedule.xls,ELEC,5,5,high,CRS,0
PIPING WALL THICHNESS CALCULATION REPORT,6536-01-001-C1362-001-01,16-01-23-2663,1,PIPNG,Documents,Calculations,sahil schedule.xls,PIPNG,5,5,high,Reports,5
CABLE SIZING CALCULATION,6536-01-001-C1382-001-01,16-01-67-2601,1,ELEC,Documents,Calculations,sahil schedule.xls,,8,5,high,CRS,0
LIGHTING CALCULATION,6536-01-001-C1383-001-01,16-01-67-2602,2,ELEC,Documents,Calculations,sahil schedule.xls,,5,5,high,CRS,0
EARTHING CALCULATION,6536-01-001-C1384-001-01,16-01-67-2603,1,ELEC,Documents,Calculations,sahil schedule.xls,ELEC,5,5,high,CRS,0
PIPING & INSTRUMENT DIAGRAM LEGEND SHEET,6536-01-001-D1225-001-01,16-99-08-2601,1,PROC,Drawings,Drawings,sahil schedule.xls,INST,9,5,high,CRS,0
FIRE FIGHTING  AND SAFETY EQUIPMENT LAYOUT - SAHIL CDS,6536-01-001-D1241-001-01,16-01-88-2601,1,HSE,Drawings,Drawings,sahil schedule.xls,HSE,5,5,high,CRS,0
F&G  DETECTORS LOCATION LAYOUT - SAHIL CDS,6536-01-001-D1241-002-01,16-01-45-2601,1,HSE,Drawings,Drawings,sahil schedule.xls,HSE,5,5,high,CRS,0
FIRE AND GAS SYSTEM CAUSE AND EFFECT DIAGRAM - SAHIL CDS,6536-01-001-D1241-003-01,16-01-45-2602,1,HSE,Drawings,Drawings,sahil schedule.xls,HSE,9,5,high,CRS,0
FIRE PROOFING ZONING LAYOUT - SAHIL CDS,6536-01-001-D1241-004-01,16-01-89-2607,1,HSE,Drawings,Drawings,sahil schedule.xls,HSE,5,5,high,CRS,0
SAFETY SIGNS LAYOUT - SAHIL CDS,6536-01-001-D1241-005-01,16-01-88-2602,1,HSE,Drawings,Drawings,sahil schedule.xls,HSE,5,5,high,CRS,0
ESCAPE ROUTES LAYOUT,6536-01-001-D1241-006-01,16-01-88-2603,2,HSE,Drawings,Drawings,sahil schedule.xls,,5,5,high,CRS,0
PIPING AND INSTRUMENT DIAGRAM  FIREWATER RING MAIN SAHIL CDS,6536-01-001-D1241-007-01,16-01-08-2628,B,HSE,Drawings,Drawings,sahil schedule.xls,INST,9,5,high,CRS,0
GENERAL NOTES CIVIL WORKS,6536-01-001-D1310-001-01,16-99-91-2620,1,CIVIL,Documents,Specifications,sahil schedule.xls,CIVIL,3,3,medium,CRS,0
GENERAL NOTES CONCRETE WORKS,6536-01-001-D1320-001-01,16-99-91-2621,1,CIVIL,Documents,Specifications,sahil schedule.xls,CIVIL,3,3,medium,CRS,0
STANDARD DRAWING REBAR ARRANGEMENT,6536-01-001-D1320-002-01,16-99-91-2622,1,CIVIL,Drawings,Drawings,sahil schedule.xls,CIVIL,13,5,high,Specifications,3
STANDARD DRAWING ANCHOR BOLT DETAILS,6536-01-001-D1320-003-01,16-99-91-2623,1,CIVIL,Drawings,Drawings,sahil schedule.xls,,11,5,high,Specifications,3
GENERAL NOTES STEEL WORKS,6536-01-001-D1330-001-01,16-99-91-2624,2,CIVIL,Documents,Specifications,sahil schedule.xls,CIVIL,3,3,medium,CRS,0
STANDARD DRAWING MEMBER LIST,6536-01-001-D1330-002-01,16-99-91-2625,1,CIVIL,Drawings,Drawings,sahil schedule.xls,,9,5,high,Lists_MTOs_BOMs,3
STANDARD DRAWINGS CONNECTION DETAILS,6536-01-001-D1330-003-01,16-99-91-2626,1,CIVIL,Drawings,Drawings,sahil schedule.xls,,11,5,high,Specifications,3
ICSS SYSTEM ARCHITECTURE DIAGRAM,6536-01-001-D1371-001-01,16-01-43-2601,1,INST,Drawings,Drawings,sahil schedule.xls,,7,4,medium,CRS,0
INSTRUMENT LOOP/SEGMENT DRAWINGS,6536-01-001-D1378-001-01,16-01-41-2601,1,INST,Drawings,Drawings,sahil schedule.xls,INST,4,4,medium,CRS,0
INSTRUMENT INSTALLATION DRAWINGS,6536-01-001-D1378-002-01,16-01-46-2601,1,INST,Drawings,Drawings,sahil schedule.xls,INST,7,4,medium,CRS,0
TYPICAL HOOK UP DRAWINGS,6536-01-001-D1378-003-01,16-01-46-2602,1,INST,Drawings,Drawings,sahil schedule.xls,,13,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS,6536-01-001-D1378-004-01,16-01-47-2601,1,INST,Drawings,Drawings,sahil schedule.xls,INST,4,4,medium,CRS,0
INSTRUMENT LOCATION LAYOUT DRAWINGS -AREA-2 SAHIL CDS,6536-01-001-D1378-005-01,16-01-49-2601,1,INST,Drawings,Drawings,sahil schedule.xls,INST,9,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT DRAWINGS - AREA-3 MPFM AREA SAHIL CDS,6536-01-001-D1378-006-01,16-01-49-2603,1,INST,Drawings,Drawings,sahil schedule.xls,INST,9,5,high,CRS,0
KEY SINGLE LINE DIAGRAM - SAHIL CDS,6536-01-001-D1380-001-01,16-01-56-2601,1,ELEC,Drawings,Drawings,sahil schedule.xls,,8,4,medium,CRS,0
HAZARDOUS AREA CLASSIFICATION LAYOUT  - SAHIL CDS,6536-01-001-D1380-003-01,16-01-01-2602,2,ELEC,Drawings,Drawings,sahil schedule.xls,,8,5,high,CRS,0
SINGLE LINE DIAGRAM 16-01-HSWG-4301 (3.3KV) SAHIL CDS SUBSTATION NO.4,6536-01-001-D1381-001-01,16-01-56-2602,1,ELEC,Drawings,Drawings,sahil schedule.xls,ELEC,8,4,medium,CRS,0
SINGLE LINE DIAGRAM 16-01-MSWG-4413 (415V) SAHIL CDS SUBSTATION NO.4,6536-01-001-D1381-002-01,16-01-56-2603,1,ELEC,Drawings,Drawings,sahil schedule.xls,ELEC,8,4,medium,CRS,0
SINGLE LINE DIAGRAM 16-01-MDB-4413  SAHIL CDS SUBSTATION NO.4,6536-01-001-D1381-003-01,16-01-56-2604,1,ELEC,Drawings,Drawings,sahil schedule.xls,ELEC,8,4,medium,CRS,0
SINGLE LINE DIAGRAM 16-01-DB-4413-02  SAHIL CDS SUBSTATION NO.4,6536-01-001-D1381-004-01,16-01-56-2605,2,ELEC,Drawings,Drawings,sahil schedule.xls,ELEC,8,4,medium,CRS,0
SINGLE LINE DIAGRAM 16-01-DB-4414-02  SAHIL CDS SUBSTATION NO.4,6536-01-001-D1381-005-01,16-01-56-2606,2,ELEC,Drawings,Drawings,sahil schedule.xls,ELEC,8,4,medium,CRS,0
SINGLE LINE DIAGRAM 16-01-DB-4413-03  SAHIL CDS SUBSTATION NO.4,6536-01-001-D1381-006-01,16-01-56-2607,1,ELEC,Drawings,Drawings,sahil schedule.xls,ELEC,8,4,medium,CRS,0
TYPICAL PROTECTION AND METERING DIAGRAMS - 16-01-HSWG-4301 (3.3KV) SAHIL CDS S/S NO.4,6536-01-001-D1381-007-01,16-01-56-2608,1,ELEC,Drawings,Drawings,sahil schedule.xls,,6,4,medium,CRS,0
TYPICAL PROTECTION AND METERING DIAGRAMS - 16-01-MSWG-4413 (415V)  SAHIL CDS S/S NO.4,6536-01-001-D1381-008-01,16-01-56-2609,1,ELEC,Drawings,Drawings,sahil schedule.xls,,6,4,medium,CRS,0
ELECTRICAL EQUIPMENT LAYOUT -SUBSTATION NO. 4 SAHIL CDS,6536-01-001-D1381-009-01,16-01-59-2601,1,ELEC,Drawings,Drawings,sahil schedule.xls,ELEC,5,5,high,CRS,0
ELECTRICAL CABLE ROUTING LAYOUT-SUBSTATION NO.4-SAHIL CDS,6536-01-001-D1381-010-01,16-01-59-2602,1,ELEC,Drawings,Drawings,sahil schedule.xls,ELEC,9,5,high,CRS,0
SCHEMATIC BLOCK DIAGRAM SUBSTATION CONTROL & MONITORING SYSTEM - SAHIL CDS,6536-01-001-D1381-011-01,16-01-67-2621,1,ELEC,Drawings,Drawings,sahil schedule.xls,ELEC,11,4,medium,CRS,0
SCHEMATIC BLOCK DIAGRAM SUBSTATION CONTROL AND MONITORING SYSTEM ASAB CDS,6536-01-001-D1381-012-01,14-01-67-2601,1,ELEC,Drawings,Drawings,sahil schedule.xls,ELEC,11,4,medium,CRS,0
SCHEMATIC BLOCK DIAGRAM SUBSTATION CONTROL AND MONITORING SYSTEM ASAB ACC,6536-01-001-D1381-013-01,14-16-67-2601,1,ELEC,Drawings,Drawings,sahil schedule.xls,ELEC,11,4,medium,CRS,0
ELECTRICAL CABLE ROUTING LAYOUT-PLANT AREA-SAHIL CDS,6536-01-001-D1382-001-01,16-01-59-2603,2,ELEC,Drawings,Drawings,sahil schedule.xls,,9,5,high,CRS,0
POWER INSTALLATION STANDARD,6536-01-001-D1382-002-01,16-01-67-2605,1,ELEC,Documents,Specifications,sahil schedule.xls,,3,3,medium,CRS,0
ELECTRICAL CABLE ROUTING PLAN -  MPFM AREA (PHASE-2) SAHIL CDS,6536-01-001-D1382-003-01,16-01-59-2611,1,ELEC,Drawings,Drawings,sahil schedule.xls,PROJECTS,4,4,medium,Procedures_Plans,3
NORMAL LIGHTING SYSTEM BLOCK DIAGRAM - DB-4413-02 (CIRCUIT 32) SAHIL CDS,6536-01-001-D1383-001-01,16-01-59-2609,1,ELEC,Drawings,Drawings,sahil schedule.xls,,8,4,medium,CRS,0
EMERGENCY LIGHTING SYSTEM BLOCK DIAGRAM- DB-4414-02 (CIRCUIT 7) SAHIL CDS,6536-01-001-D1383-002-01,16-01-59-2610,1,ELEC,Drawings,Drawings,sahil schedule.xls,,8,4,medium,CRS,0
LIGHTING INSTALLATION STANDARD,6536-01-001-D1383-003-01,16-01-67-2606,1,ELEC,Documents,Specifications,sahil schedule.xls,,3,3,medium,CRS,0
EARTHING INSTALLATION STANDARDS,6536-01-001-D1384-001-01,16-01-67-2607,1,ELEC,Documents,Specifications,sahil schedule.xls,ELEC,3,3,medium,CRS,0
PIPING ISOMETRICS FOR WELL SA-247 - SAHIL,6536-01-001-J1364-001-01,16-70-15-2601,1,PIPNG,Drawings,Isometrics,sahil schedule.xls,PIPNG,5,5,high,CRS,0
90 DAYS LOOK AHEAD SCHEDULE,6536-01-001-M1130-001-01,16-99-91-2607,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,,4,4,medium,Lists_MTOs_BOMs,2
PROJECT EXECUTION PLAN,6536-01-001-M1130-002-01,16-99-91-2630,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,6,3,medium,CRS,0
PLANNING & SCHEDULING PROCEDURE,6536-01-001-M1130-003-01,16-99-91-2632,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,8,5,high,CRS,0
PROGRESS MEASUREMENT PROCEDURE,6536-01-001-M1130-004-01,16-99-91-2633,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
PROGRESS REPORTING PROCEDURE,6536-01-001-M1130-005-01,16-99-91-2634,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
PROJECT SCHECULE BASIS AND ASSUMPTIONS,6536-01-001-M1130-006-01,16-99-91-2635,,PROJECTS,Undefined,Documents,sahil schedule.xls,,0,0,low,CRS,0
PROCUREMENT PROCEDURE,6536-01-001-M1130-007-01,16-99-91-2640,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
PROCUREMENT EXECUTION PLAN,6536-01-001-M1130-008-01,16-99-91-2641,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,6,3,medium,CRS,0
EXPEDITING PROCEDURE,6536-01-001-M1130-009-01,16-99-91-2642,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
LOGISTIC PROCEDURE,6536-01-001-M1130-010-01,16-99-91-2643,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
MATERIAL HANDLING PROCEDURE,6536-01-001-M1130-011-01,16-99-91-2644,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
SPARE PARTS PROCEDURE,6536-01-001-M1130-012-01,16-99-91-2645,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
VENDOR DOCUMENT HANDLING PROCEDURE,6536-01-001-M1130-013-01,16-99-91-2646,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,Documents,4
PLANNING PACKAGE (OVERALL AND CONSTRUCTION CURVES),6536-01-001-M1130-014-01,16-99-91-2651,3,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,,3,3,medium,CRS,0
PROJECT QUALITY PLAN,6536-01-001-M1139-001-01,16-99-91-2636,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,3,3,medium,CRS,0
AUDIT PROCEDURE,6536-01-001-M1139-002-01,16-99-91-2637,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
NON CONFORMANCE CONTROL PROCEDURE,6536-01-001-M1139-003-01,16-99-91-2638,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
SOURCE INSPECTION PROCEDURE,6536-01-001-M1139-004-01,16-99-91-2639,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
QA RECORD CONTROL PROCEDURE,6536-01-001-M1139-005-01,16-99-91-2652,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
RECEIVING INSPECTION PROCEDURE,6536-01-001-M1139-006-01,16-99-91-2653,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
INSPECTION & TEST PROCEDURE,6536-01-001-M1139-007-01,16-99-91-2654,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
CORRECTIVE AND PREVENTIVE ACTION PROCEDURE,6536-01-001-M1139-010-01,16-99-91-2658,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
WELDER QUALIFICATION & CONTROL PROCEDURE,6536-01-001-M1139-012-01,16-99-91-2660,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
WELDING MATERIAL CONTROL PROCEDURE,6536-01-001-M1139-013-01,16-99-91-2661,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
WELDING PROCEDURE QUALIFICATION,6536-01-001-M1139-014-01,16-99-91-2662,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
QUALITY OBJECTIVE CONTROL PROCEDURE,6536-01-001-M1139-018-01,16-99-91-2666,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
QUALITY MONTHLY REPORT NO. 01,6536-01-001-M1139-022-01,16-99-91-2685,,PROJECTS,Documents,Reports,sahil schedule.xls,,5,5,high,CRS,0
QUALITY CONTROL PROCEDURE OF PIPING FABRICATION AND ERECTION,6536-01-001-M1139-023-01,16-99-91-2686,A,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PIPNG,5,5,high,CRS,0
QUALITY INSPECTION PLAN FOR PIPING FABRICATION AND ERECTION,6536-01-001-M1139-024-01,16-99-91-2687,A,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PIPNG,3,3,medium,CRS,0
INVOICING PROCEDURE,6536-01-001-M113Z-001-01,16-99-91-2650,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,9,5,high,CRS,0
SAHIL TEMPORAY SITE FACILITIES LAYOUT PLAN,6536-01-001-M1160-002-01,16-99-91-2678,3,PROJECTS,Drawings,Drawings,sahil schedule.xls,PROJECTS,5,5,high,Procedures_Plans,3
QUALITY INSPECTION PLAN FOR CIVIL WORKS,6536-01-001-M1160-003-01,16-99-91-2679,C,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,CIVIL,3,3,medium,CRS,0
METHOD STATEMENT FOR CONCRETE WORKS,6536-01-001-M1160-004-01,16-99-91-2680,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,CIVIL,5,5,high,CRS,0
METHOD STATEMENT FOR EXCAVATION AND BACKFILLING,6536-01-001-M1160-005-01,16-99-91-2681,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR TEMPORARY SITE FACILITIES,6536-01-001-M1160-006-01,16-99-91-2682,1,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
TRA- INSTALLATION OF TEMPORARY SITE FACILITIES AT SAHIL ADCO,6536-01-001-M1160-007-01,16-99-91-2683,A,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,4,4,medium,CRS,0
CONSTRUCTION DETAIL PLAN,6536-01-001-M1160-008-01,16-99-91-2684,A,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,3,3,medium,Drawings,2
METHOD STATEMENT FOR GRE FABRICATION AND INSTALLATION,6536-01-001-M1160-009-01,16-99-91-2688,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR SHOP FABRICATION OF PIPING,6536-01-001-M1160-010-01,16-99-91-2689,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PIPNG,5,5,high,CRS,0
WELDING PROCEDURE SPECIFICATION (1359-DES-11-A-02-15),6536-01-001-M1160-011-01,16-99-91-2690,A,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,Specifications,5
WELDING PROCEDURE SPECIFICATION (1359-DES-11-AB-01-15),6536-01-001-M1160-012-01,16-99-91-2691,A,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,Specifications,5
WELDING PROCEDURE SPECIFICATION (1359-DES-11-B-03-15),6536-01-001-M1160-013-01,16-99-91-2692,A,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,Specifications,5
METHOD STATEMENT FOR WELDING PROCEDURE QUALIFICATION,6536-01-001-M1160-014-01,16-99-91-2693,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,10,5,high,CRS,0
METHOD STATEMENT FOR INSTALLATION OF STATIC EQUIPMENT,6536-01-001-M1160-015-01,16-99-91-2694,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,MECH,5,5,high,CRS,0
METHOD STATEMENT FOR INSTALLATION OF ROTATING EQUIPMENT,6536-01-001-M1160-016-01,16-99-91-2695,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,MECH,5,5,high,CRS,0
METHOD STATEMENT FOR PRESSURE TESTING OF PIPING,6536-01-001-M1160-017-01,16-99-91-2696,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PIPNG,5,5,high,CRS,0
METHOD STATEMENT FOR WELDING CONSUMABLE CONTROL,6536-01-001-M1160-018-01,16-99-91-2697,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR WELDING REPAIR,6536-01-001-M1160-019-01,16-99-91-2698,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR VISUAL EXAMINATION PROCEDURE,6536-01-001-M1160-020-01,16-99-91-2699,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,10,5,high,CRS,0
METHOD STATEMENT FOR FLUSING AND AIR BLOWING OF PIPING,6536-01-001-M1160-021-01,16-99-91-2700,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PIPNG,5,5,high,CRS,0
METHOD STATEMENT FOR WELDER QUALIFICATION AND CONTROL,6536-01-001-M1160-022-01,16-99-91-2701,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR IDENTIFICATION AND TRACEBILITY OF MATERIAL,6536-01-001-M1160-023-01,16-99-91-2702,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR ERECTION OF SCAFFOLDING,6536-01-001-M1160-024-01,16-99-91-2703,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR GRAVITY LEAK PRESSURE TEST OF GRE PIPING,6536-01-001-M1160-025-01,16-99-91-2704,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PIPNG,5,5,high,CRS,0
METHOD STATEMENT FOR LIFTING OF PIPE,6536-01-001-M1160-026-01,16-99-91-2705,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR LOADING AND OFF-LOADING OF PIPES AND OTHER MATERIALS,6536-01-001-M1160-027-01,16-99-91-2706,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR GALVANIZING,6536-01-001-M1160-028-01,16-99-91-2707,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR CONCRETE PIT CHIPPING,6536-01-001-M1160-029-01,16-99-91-2708,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR INSTALLATION OF VERTICAL PUMPS,6536-01-001-M1160-030-01,16-99-91-2709,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR OH CRANE,6536-01-001-M1160-031-01,16-99-91-2710,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR HYDRO LEAK TESTING AND FLUSING,6536-01-001-M1160-032-01,16-99-91-2711,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR PAINTING,6536-01-001-M1160-033-01,16-99-91-2712,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR MASONARY WORKS,6536-01-001-M1160-034-01,16-99-91-2713,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR CONCRETE TRAIL MIXES AT XTRAMIX BATCH PLANT,6536-01-001-M1160-035-01,16-99-91-2714,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR GROUTING,6536-01-001-M1160-036-01,16-99-91-2715,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR PMT CAMP,6536-01-001-M1160-037-01,16-99-91-2716,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR EXCAVATION AND BACKFILLING,6536-01-001-M1160-038-01,16-99-91-2717,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR GENERAL FILL,6536-01-001-M1160-039-01,16-99-91-2718,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR CONSTRUCTION OF FOUNDATIONS,6536-01-001-M1160-040-01,16-99-91-2719,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,CIVIL,5,5,high,Drawings,4
METHOD STATEMENT FOR EMBANKMENT CONSTRUCTION,6536-01-001-M1160-041-01,16-99-91-2720,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR PIPE LAYING,6536-01-001-M1160-042-01,16-99-91-2721,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR PRECAST ELEMENTS,6536-01-001-M1160-043-01,16-99-91-2722,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
"METHOD STATEMENT FOR CONCRETE BATCHING PLANT MOBILIZATION, ERECTION, COMMISSIONING & MAINTENANCE",6536-01-001-M1160-044-01,16-99-91-2723,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
"METHOD STATEMENT FOR LAYING PIPES IN DUCT BANKS, CONDUITS IN CONCRETE & BURRIED CONDUITS",6536-01-001-M1160-045-01,16-99-91-2724,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR INSTRUMENT CALIBRATION,6536-01-001-M1160-046-01,16-99-91-2725,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,INST,5,5,high,CRS,0
METHOD STATEMENT FOR CABLE TRAY LADDER PERFORATED TYPE INSTALLATION,6536-01-001-M1160-047-01,16-99-91-2726,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
"METHOD STATEMENT FOR HV, MV AND LV INSTRUMENTS AND CONTROL CABLE TESTING",6536-01-001-M1160-048-01,16-99-91-2727,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,ELEC,5,5,high,CRS,0
METHOD STATEMENT FOR MV AND LV SWITCHGEARS,6536-01-001-M1160-049-01,16-99-91-2728,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,ELEC,5,5,high,CRS,0
METHOD STATEMENT FOR STEEL STRUCTURE ERECTION,6536-01-001-M1160-050-01,16-99-91-2729,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,Drawings,4
METHOD STATEMENT FOR INSTALLATION OF TEMPORARY SITE FACILITY,6536-01-001-M1160-051-01,16-99-91-2730,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR CHIPPING AND PADDING WORK STEEL STRUCTURE,6536-01-001-M1160-052-01,16-99-91-2731,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,Drawings,4
METHOD STATEMENT FOR COMMISSIONING OF ELECTRICAL POWER SYSTEM,6536-01-001-M1160-053-01,16-99-91-2732,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
"METHOD STATEMENT FOR CUTTING, WELDING AND GRINDING",6536-01-001-M1160-054-01,16-99-91-2733,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
METHOD STATEMENT FOR BOLT TOQUING TENSIONING,6536-01-001-M1160-055-01,16-99-91-2734,,PROJECTS,Documents,Procedures_Plans,sahil schedule.xls,PROJECTS,5,5,high,CRS,0
